Life_expectancy,Status,Percentage_expenditure,GDP,ICOR,Schooling
48.6,Developing,8.936064632,66.2421396,0.306,5.6
48.5,Developing,72.38451279,454.6765879,0.301,5.6
48.4,Developing,3.979243535,292.5914364,0.284,5.4
48.1,Developing,3.039691193,22.854821,0.303,5.1
48,Developing,26.87439074,197.3156442,0.3,4.9
47.6,Developing,21.52701616,166.231785,0,4.7
85,Developing,0,13653.2264,0.845,16.3
83,Developing,2352.999591,14817.37778,0.841,16.2
81,Developing,2442.222054,15941.39722,0.831,15.6
79.9,Developing,2260.777642,15431.9293,0.826,15.5
79.8,Developing,211.614293,1475.69242,0.82,15.4
79.1,Developing,177.4925143,1286.17764,0.815,15.2
79.3,Developing,181.525923,1243.32824,0.816,15.3
79.6,Developing,241.5533381,1781.3668,0.804,15.2
78.9,Developing,209.4875875,1526.87746,0.797,14.8
78.9,Developing,1275.689625,9484.681227,0.796,14.9
78.4,Developing,954.9644887,7615.3468,0.79,14.6
78,Developing,78.78564878,621.828325,0.781,14.3
77.9,Developing,584.0993429,4787.699532,0.775,14
77.8,Developing,675.7808443,4463.545867,0.768,13.9
77.3,Developing,687.5116825,4595.666327,0.761,13.7
77.3,Developing,74.14842946,511.368479,0.755,13.5
76.1,Developing,0,869.211938,0.734,13.5
75.8,Developing,109.8743903,7683.5238,0.723,13.1
75.6,Developing,9.955532032,777.77594,0.713,12.7
75.4,Developing,94.4344566,6337.882993,0.703,12.4
75.2,Developing,91.26749779,5633.79616,0.7,12.8
75,Developing,5.660754839,456.512487,0.691,12.5
74.9,Developing,50.28348923,3838.434292,0.682,12.2
74.5,Developing,39.22509728,3471.247547,0.672,11.9
74.4,Developing,312.6624819,2695.366223,0.659,11.4
74.2,Developing,29.74342979,299.229676,0.646,11
73.9,Developing,171.6596026,1753.4178,0.634,10.6
73.5,Developing,1.58668462,158.668462,0.622,10.2
73.1,Developing,122.9365349,1288.642924,0.61,9.9
72.7,Developing,106.3590358,1148.5857,0.6,9.7
72.2,Developing,14.23064496,153.1824,0.592,9.6
71.7,Developing,17.46057369,959.372181,0.583,9.5
74.8,Developing,0,644.525556,0.724,13.6
74.6,Developing,1435.487755,7913.383432,0.72,13.6
74.4,Developing,15.16255482,83.5863,0.712,13.3
74.3,Developing,1487.896562,7884.984429,0.707,13.2
74.2,Developing,184.3073618,7227.73968,0.7,13
73.6,Developing,113.2436346,625.65544,0.695,12.8
73.6,Developing,941.6464045,5148.422113,0.691,12.4
73.5,Developing,978.07041,5433.7245,0.683,12.2
73.5,Developing,780.5946749,4674.21961,0.675,11.9
73.1,Developing,62.43710774,379.78776,0.669,11.5
73.1,Developing,531.9808176,3386.256,0.658,11.1
72.8,Developing,42.17956418,274.249442,0.658,11.3
72.4,Developing,417.8038898,2246.257472,0.659,11.6
71.8,Developing,393.8773633,2355.725857,0.656,11.5
71.5,Developing,404.4205858,2395.856551,0.653,11.4
71.4,Developing,477.1341814,2472.197831,0.65,11.3
63.5,Developing,0,727.6463868,0.498,11.1
63.2,Developing,73.86584922,852.954379,0.497,11.1
62.9,Developing,61.57443584,834.341949,0.49,10.9
62.5,Developing,78.39008571,788.632653,0.484,10.8
62.2,Developing,59.6596497,829.7586885,0.479,10.6
61.8,Developing,47.30421873,769.1742883,0.476,10.5
61.3,Developing,56.98952474,778.5454199,0.465,10.3
61,Developing,93.36788979,795.97519,0.461,10.2
66,Developing,9.087638194,72.759313,0.459,10
63,Developing,77.0283958,648.38717,0.451,9.9
60,Developing,69.9675435,621.93372,0.434,9.7
59.8,Developing,7.212110766,616.4197236,0,9.5
59.6,Developing,45.09010835,544.566526,0,9.2
59.5,Developing,29.41897495,433.2691451,0,8.8
59.5,Developing,19.71741043,395.9319363,0,8.5
59.5,Developing,35.02948624,375.8528566,0,8.2
64.7,Developing,0,,0.59,11.1
64.2,Developing,0,,0.581,11.1
63.9,Developing,0,,0.576,11.1
63.7,Developing,0,,0.557,10.2
62.9,Developing,0,,0.558,10.7
62,Developing,0,,0.548,10.5
68,Developing,0,,0.545,10.3
59.4,Developing,0,,0.527,10
58.2,Developing,0,,0.517,9.8
56.9,Developing,0,,0.507,9.6
55.3,Developing,0,,0.496,9.4
54.1,Developing,0,,0.497,9.2
53.2,Developing,0,,0.492,9.4
52.6,Developing,0,,0.488,9.5
52.7,Developing,0,,0.487,9.7
52.9,Developing,0,,0.487,9.8
,Developing,0,,,
79.6,Developing,0,1146.36273,0.775,14.2
79.5,Developing,384.5129138,1647.44179,0.768,13.9
79.4,Developing,386.1379123,1569.66631,0.762,13.7
79.2,Developing,2568.237059,9985.36959,0.758,13.6
79,Developing,2429.854745,9186.59639,0.752,13.4
78.1,Developing,2377.010299,8199.414621,0.749,13.3
79.2,Developing,24.88720369,689.396224,0.747,13.1
78.9,Developing,1859.095621,6911.136136,0.74,12.9
78.9,Developing,150.8891479,612.623418,0.734,12.8
78,Developing,1185.412346,5245.187372,0.727,12.6
78.6,Developing,1002.833273,4697.11135,0.723,12.4
77.7,Developing,1043.10795,4425.57467,0.719,12.2
78,Developing,1070.268999,4167.71417,0.715,12.1
78.3,Developing,112.9493745,462.14965,0.712,11.9
77.5,Developing,868.3713593,3981.52847,0.708,11.7
77.6,Developing,94.17819458,388.363689,0.702,11.6
78,Developed,0,11579.6674,0.823,15.3
77.8,Developed,1884.098811,13467.46827,0.82,15.1
77.7,Developed,1899.107385,13574.749,0.817,14.9
77.1,Developed,1851.713262,13235.97757,0.815,14.6
77,Developed,1913.356642,14539.18421,0.808,14.5
76.6,Developed,206.8868182,1355.74586,0.803,14.2
76.3,Developed,2160.380199,14157.14416,0.803,14.2
76,Developed,2425.403891,15893.8656,0.8,14.3
75.8,Developed,2019.812779,13546.69872,0.793,14.3
75.9,Developed,1555.651986,11363.41845,0.783,13.9
75.2,Developed,167.2319899,1224.2459,0.777,13.6
75.4,Developed,1116.396502,9365.742468,0.771,13.3
74.7,Developed,93.67706503,785.881418,0.765,12.9
74.8,Developed,11.63615139,653.71637,0.759,12.6
74.9,Developed,650.9567981,5245.421419,0.749,12.3
74.7,Developed,649.3909871,4919.62869,0.739,12.2
79.1,Developing,0,762.261218,0.773,13.9
79,Developing,13.6691019,75.5199,0.772,14
78.7,Developing,95.67571176,676.15344,0.773,14.7
78.7,Developing,742.1961992,6425.941119,0.778,15.7
78.8,Developing,102.0645784,675.92436,0.78,16.5
78,Developing,787.2808163,5676.14143,0.784,17.6
78.1,Developing,818.8771016,5484.7763,0.782,17.7
77.9,Developing,708.6157966,5376.447622,0.771,17.1
78.1,Developing,750.7147641,5184.494227,0.754,16
78,Developing,523.4724284,4669.6916,0.732,14.7
77.2,Developing,518.9359221,3779.577,0.719,14.2
77.3,Developing,4.484254579,339.716256,0.705,13.2
77.4,Developing,60.34145124,3192.669378,0.694,12.9
77.7,Developing,334.7672107,2994.339988,0.692,12.5
76.7,Developing,322.5863149,2832.188893,0.686,12.3
76.9,Developing,49.34007756,2741.11542,0.679,12.1
85,Developed,0,2375.1127,0.854,14.3
83,Developed,207.3041936,2734.88382,0.85,14
81,Developed,212.0859259,2797.96736,0.85,13.8
80,Developed,2159.756205,28951.15556,0.85,13.8
79.7,Developed,2443.325028,32233.83942,0.847,13.8
79.5,Developed,283.3300258,3818.46396,0.853,14.6
79.3,Developed,230.2524184,3215.8159,0.849,14.1
79.1,Developed,239.6409938,3539.7488,0.844,13.7
78.9,Developed,1958.525877,31386.63265,0.836,13.5
78.8,Developed,1700.841534,27169.99256,0.829,13.4
78.7,Developed,1562.520827,25324.48666,0.826,13.5
78.6,Developed,1586.724172,23932.49128,0.823,13.4
78.5,Developed,158.7087399,2293.4789,0.815,13
78.4,Developed,1128.050886,16372.29152,0.805,12.5
78.2,Developed,100.8086193,1562.92433,0.8,12.4
78.1,Developed,950.8027925,14672.8826,0.798,12.5
78.8,Developed,0,,,
78.6,Developed,0,,,
78.2,Developed,0,,,
78,Developed,0,,,
77.8,Developed,0,,,
77.5,Developed,0,,,
77.1,Developed,0,,,
77,Developed,0,,,
76.8,Developed,0,,,
76.5,Developed,0,,,
75.9,Developed,0,,,
75.8,Developed,0,,,
75.2,Developed,0,,,
75.3,Developed,0,,,
75.1,Developed,0,,,
74.7,Developed,0,,,
76,Developing,0,,,
73,Developing,0,,,
71,Developing,0,,,
69.8,Developing,0,,,
69.4,Developing,0,,,
69,Developing,0,,,
68.7,Developing,0,,,
68.6,Developing,0,,,
68.5,Developing,0,,,
68.5,Developing,0,,,
68.5,Developing,0,,,
68.4,Developing,0,,,
68.1,Developing,0,,,
67.6,Developing,0,,,
66.6,Developing,0,,,
65.4,Developing,0,,,
59.8,Developing,0,,,
59.3,Developing,0,,,
58.8,Developing,0,,,
58.3,Developing,0,,,
57.9,Developing,0,,,
57.4,Developing,0,,,
56.7,Developing,0,,,
56.3,Developing,0,,,
55.7,Developing,0,,,
55,Developing,0,,,
54.3,Developing,0,,,
53.5,Developing,0,,,
52.8,Developing,0,,,
52.1,Developing,0,,,
51.8,Developing,0,,,
51.3,Developing,0,,,
86,Developed,0,5314.64416,0.923,19.2
84,Developed,10468.76292,62425.5392,0.926,19.2
81,Developed,10261.763,61191.19263,0.924,18.7
80,Developed,928.4170785,5857.521,0.922,18.4
79.7,Developed,10251.10872,61753.667,0.91,16.9
79.2,Developed,954.4865933,5841.41122,0.906,16.8
78.9,Developed,9765.616994,58163.29359,0.906,16.8
78.8,Developed,10761.18209,64322.6664,0.906,16.8
78.4,Developed,9703.068121,58487.451,0.904,16.7
78.1,Developed,850.9544783,5226.99311,0.902,16.9
78.1,Developed,7627.412444,48799.8237,0.897,16.6
77.7,Developed,6948.839868,46511.6457,0.893,16.5
77.3,Developed,650.9813544,4458.7764,0.882,16.3
77,Developed,4801.546125,33228.69291,0.875,16.6
77,Developed,530.4832336,3751.64946,0.862,16.2
76.9,Developed,508.7496912,3743.55917,0.86,16.5
63.5,Developing,0,1862.167274,0.47,6.3
63,Developing,24.73299655,174.91511,0.467,6.3
62.7,Developing,229.4410095,1622.637974,0.464,6.3
62.2,Developing,217.2125786,1536.15685,0.46,6.3
61.8,Developing,20.35974738,143.986898,0.451,5.9
61.3,Developing,187.4960097,1325.99724,0.441,5.5
69,Developing,177.2671607,1253.657431,0.436,5.3
62,Developing,171.7686449,1214.77118,0.427,5
59.8,Developing,20.86878709,147.586896,0.416,4.5
59.1,Developing,121.4812077,965.6693779,0.405,4.3
58.6,Developing,12.70325933,94.7297489,0.396,4
58.1,Developing,106.0354659,864.184726,0.388,3.7
58,Developing,94.13302875,819.974118,0.378,3.5
57.9,Developing,13.46662004,792.15412,0.372,3.3
57.7,Developing,92.4978948,781.2322196,0.363,2.9
57.4,Developing,91.95075901,768.176767,0.361,2.9
,Developing,11.41955507,722.75665,0.721,12.7
73.9,Developing,0,6468.471648,0.718,13.2
73.6,Developing,1088.244952,6268.692122,0.712,13.2
73.4,Developing,97.52211538,627.55544,0.709,13.2
72.1,Developing,857.1307037,5968.876767,0.706,13.1
73.1,Developing,843.7876995,5759.643,0.703,13
72.7,Developing,664.5585242,5451.6696,0.697,12.9
73.6,Developing,587.8828228,4952.67753,0.695,12.9
73.3,Developing,49.09241952,511.37937,0.692,12.8
72.9,Developing,74.8217488,4647.31359,0.685,12.7
72.3,Developing,352.9551269,3836.468771,0.677,12.6
69.7,Developing,289.7418649,3681.5993,0.668,12.6
69.3,Developing,182.6162515,2421.9662,0.666,12.5
73,Developing,293.0196601,2372.628827,0.665,12.4
71.4,Developing,4.67359227,38.46578,0.66,12.3
71.2,Developing,340.0239945,2862.154836,0.656,12.3
72,Developing,44.79247812,282.4242,0.651,12.2
76.2,Developing,0,625.62224,0.739,14
76,Developing,79.11626341,6432.216537,0.737,14
76,Developing,59.12850204,674.9829,0.725,13.4
75.5,Developing,41.88087712,572.14313,0.717,13.3
75.3,Developing,344.7412164,5223.351763,0.71,13.2
75,Developing,367.9285652,4657.32361,0.703,13.1
75.1,Developing,282.1440066,4255.56571,0.702,13.1
74.6,Developing,197.9303077,4274.95265,0.698,13
74.7,Developing,19.60467787,359.71886,0.696,12.9
74.4,Developing,19.13983284,335.786541,0.693,12.8
74.2,Developing,18.09317114,321.942547,0.688,12.8
74.4,Developing,16.37920405,278.557892,0.682,12.7
74.4,Developing,18.26183281,244.46898,0.679,12.6
73.6,Developing,187.3843511,2183.966796,0.675,12.5
73.4,Developing,14.5887403,193.741571,0.67,12.4
72.8,Developing,84.17527008,1451.29776,0.668,12.4
79,Developing,0,,0.688,13.1
78,Developing,0,,0.686,13.1
79,Developing,0,,0.681,12.8
72,Developing,0,,0.673,12.4
74,Developing,0,,0.671,12.4
70,Developing,0,,0.665,12.2
69.9,Developing,0,,0.659,12
69.8,Developing,0,,0.651,11.9
69.7,Developing,0,,0.644,11.7
69.5,Developing,0,,0.636,11.5
69.4,Developing,0,,0.629,11.4
69,Developing,0,,0.623,11.2
68.6,Developing,0,,0.621,11.3
68.7,Developing,0,,0.617,11.2
68.6,Developing,0,,0.612,11.1
68.8,Developing,0,,0.606,11
73.5,Developing,0,4127.11775,0.678,13.2
73.3,Developing,665.7260253,3988.771871,0.676,13.2
73,Developing,653.6925016,3895.664491,0.675,13.2
73,Developing,591.7757569,3827.786267,0.67,13.2
72,Developing,549.2783081,3736.58713,0.666,13
72,Developing,469.3904193,3474.392445,0.662,12.9
71.4,Developing,416.4338399,3366.482133,0.662,12.8
71.7,Developing,53.95949877,357.347674,0.659,13.4
71.2,Developing,52.30172215,334.83817,0.657,12.9
75,Developing,57.74562629,362.951768,0.651,12.9
71,Developing,440.6027042,2835.281237,0.644,12.7
70,Developing,398.6058322,2632.79942,0.636,12.4
69.9,Developing,400.1342971,2519.737387,0.628,12
73,Developing,29.68529375,248.4125,0.621,11.8
68.9,Developing,332.1056586,2338.772244,0.615,11.6
69,Developing,353.6690328,2238.4116,0.607,11.3
58.2,Developing,0,1347.31257,0.582,9.2
57.9,Developing,13.40477417,192.59733,0.582,9.2
57.4,Developing,156.3907685,2246.9938,0.586,9.2
56.7,Developing,1500.412635,21557.6528,0.583,9.2
56.2,Developing,1493.051277,21451.88617,0.58,9.2
56.1,Developing,1192.696619,17136.44568,0.589,9.2
55.7,Developing,115.0692415,1653.2937,0.59,9.1
55.4,Developing,1705.678619,22742.38159,0.592,9.1
55,Developing,1024.519543,15761.83913,0.587,9
54.8,Developing,827.5979335,12732.2759,0.569,9
54.4,Developing,12.0661671,185.63334,0.563,8.7
54.1,Developing,44.54768305,685.34897,0.553,8.5
53.8,Developing,309.7834587,3577.176197,0.554,8.4
53.5,Developing,234.7874207,2711.17114,0.542,8.2
53.1,Developing,197.7839552,2283.87939,0.527,8
52.7,Developing,14.95451321,172.68491,0,0
64.7,Developing,0,,0.418,5
64.4,Developing,0,,0.416,5
64,Developing,0,,0.414,5
63.6,Developing,0,,0.41,5
62.9,Developing,20.97991915,582.775532,0.405,5
62.1,Developing,17.35739784,482.14994,0.404,5.1
61.4,Developing,1.575160196,43.7544499,0.402,5.2
67,Developing,11.76572311,326.825642,0.406,5.2
62,Developing,11.42385961,317.3294336,0.405,5.3
59.7,Developing,10.60269773,297.828588,0.405,5.3
59.4,Developing,5.064688968,276.75896,0,5.4
59.1,Developing,10.26097341,287.4222243,0,5
58.8,Developing,6.913998013,232.7945459,0,4.7
58.5,Developing,0.703132179,21.7687981,0,4.4
58.1,Developing,5.593619538,215.139213,0,4.3
45.3,Developing,0.735940361,28.1969487,0,3.9
77.6,Developing,0,1774.9291,0.863,16.5
77.3,Developing,2700.07305,19941.45532,0.86,16.5
76.9,Developing,261.2914808,1929.7746,0.856,16.5
76.3,Developing,2263.103797,17421.8922,0.85,16.5
76.1,Developing,2146.945741,17454.84342,0.838,16.4
75.6,Developing,1802.017593,14638.6482,0.833,16.2
74.9,Developing,1717.088711,14726.31828,0.836,16.1
74.2,Developing,225.0723618,1894.5485,0.835,16.1
73,Developing,1904.12469,16586.452,0.829,16.1
73,Developing,244.3510801,12595.4165,0.822,16.1
72.8,Developing,153.5045263,1338.31322,0.812,15.9
72.3,Developing,101.1201161,885.465115,0.805,15.7
71.9,Developing,132.7233922,7174.237415,0.798,15.6
71.2,Developing,7.806042825,538.347781,0.791,15.4
78,Developing,88.62945822,4498.95727,0.781,15
78,Developing,5.34809451,47.32827,0.764,14.4
64.8,Developing,0,645.4637627,0.441,8.4
64.2,Developing,89.95805845,571.1622759,0.435,8.4
63.7,Developing,8.313282039,52.1535887,0.427,8.4
63.3,Developing,86.82551124,468.567249,0.422,8.4
62.6,Developing,67.77565369,354.8463544,0.411,8.2
61.8,Developing,67.73374413,341.39992,0.401,8.1
68,Developing,53.77354001,379.7566385,0.393,8.1
59.8,Developing,38.55783268,325.3825543,0.378,7.6
58.5,Developing,30.46451811,243.326822,0.362,7.1
57.2,Developing,22.18952246,193.794956,0.346,6.6
56,Developing,18.03753133,161.6266248,0.325,5.8
55,Developing,1.506962482,135.7623858,0.31,5.4
54,Developing,10.97201912,118.8734466,0.306,5.2
53.2,Developing,10.82452594,111.3634356,0.298,4.9
52.5,Developing,1.186227577,12.1789279,0.283,4.3
51.2,Developing,11.59481766,123.876257,0,3.9
69.9,Developing,0,4921.89629,0.734,15.3
69.7,Developing,50.539484,546.3728,0.727,15.2
69.6,Developing,460.6487805,4763.68956,0.719,15
69.4,Developing,431.4854874,4546.73854,0.714,14.9
69.2,Developing,401.7931045,4353.121392,0.709,14.7
69.1,Developing,62.08343533,3651.966784,0.706,14.6
68.9,Developing,60.65068446,3369.48247,0.704,14.5
68.7,Developing,81.04656111,4177.657789,0.7,14.3
68.6,Developing,5.889526221,478.82327,0.698,14.2
68.5,Developing,52.1241634,3749.939813,0.695,14
68.3,Developing,64.39203443,3658.63832,0.699,13.9
68.1,Developing,43.99452464,3332.918533,0.691,13.4
68,Developing,253.8196705,2835.973972,0.689,13.3
67.9,Developing,206.071686,2259.55796,0.687,13.3
67.8,Developing,20.7119129,238.891729,0.683,13.2
67.7,Developing,31.25834616,276.1338,0.681,13.1
81.1,Developing,0,4245.39744,0.893,17
89,Developing,6164.455402,49914.61864,0.89,17
87,Developing,6115.496624,49638.7713,0.887,17
84,Developing,5889.012536,47415.55987,0.884,17
83,Developing,71.01620838,579.72415,0.878,16.9
79.9,Developing,591.6691405,4622.41516,0.874,16.8
79.7,Developing,579.7384368,4717.15571,0.878,17
79.6,Developing,678.88112,5341.31487,0.876,17.1
79.3,Developing,6147.1323,48288.5491,0.873,17.2
79.2,Developing,524.7775227,4112.67651,0.869,17.2
78.9,Developing,4816.589613,38969.17163,0.864,17.1
78.7,Developing,4508.806185,37636.11173,0.869,18.3
78.4,Developing,3869.026302,32816.1688,0.866,18.1
78.1,Developing,3099.357319,26834.2625,0.863,18
78,Developing,2775.33544,24913.24452,0.856,17.7
77.5,Developing,397.7533689,24253.2542,0.847,17.3
82.4,Developing,0,36526.7711,0.894,16.3
82.2,Developing,6739.677606,42955.24287,0.89,16.2
82,Developing,6646.953935,42554.1225,0.887,16.2
81.5,Developing,751.3793553,4838.2444,0.885,16.1
81.7,Developing,683.9190568,4381.288,0.882,16.1
81.3,Developing,72.8001211,473.34279,0.879,16
81.1,Developing,6415.35735,41631.13141,0.879,16
89,Developing,7002.785925,45413.6571,0.877,16.1
89,Developing,64.73714894,416.58397,0.873,16.1
86,Developing,5689.991931,36544.5853,0.87,16.1
81,Developing,5451.701225,34879.72633,0.86,15.5
82,Developing,5291.234786,33874.74255,0.857,15.5
79.3,Developing,4572.441963,29691.18158,0.852,15.4
79.2,Developing,3779.655273,24275.2426,0.851,15.5
79,Developing,3451.185079,22527.31775,0.849,15.6
78.8,Developing,3410.284431,22465.64184,0.844,15.7
66,Developing,0,7388.984144,0.694,12.6
65.5,Developing,715.2816939,9692.163874,0.687,12.6
64.6,Developing,154.8758879,9679.742995,0.678,12.5
63.5,Developing,805.3925284,9774.18117,0.669,12.5
62.8,Developing,133.5223672,1716.2258,0.664,12.5
62.3,Developing,145.318282,8754.113376,0.66,12.5
61.7,Developing,52.31086276,763.66223,0.652,12.4
61.6,Developing,11.05422474,194.2746,0.651,12.4
61.6,Developing,545.4389573,8352.81711,0.645,12.4
61.4,Developing,40.53719812,727.777345,0.646,12.4
65,Developing,353.2438029,6741.293948,0.64,12.4
59.7,Developing,443.4750634,5685.577736,0.64,12.3
59.7,Developing,352.232365,4892.11618,0.638,12.3
59.7,Developing,22.69039905,412.55271,0.636,12.3
59.8,Developing,183.6980778,3976.14887,0.633,12.3
61,Developing,218.1727473,4116.46693,0.637,12.2
61.1,Developing,0,,0.45,8.9
68,Developing,0,,0.449,8.9
66,Developing,0,,0.445,8.9
62,Developing,0,,0.44,8.8
59.8,Developing,0,,0.441,8.7
59.3,Developing,0,,0.439,8.8
59,Developing,0,,0.434,8.9
58.7,Developing,0,,0.426,8.6
58.5,Developing,0,,0.42,8.4
58.2,Developing,0,,0.415,8.1
57.7,Developing,0,,0.412,7.8
57.3,Developing,0,,0.404,7.6
57,Developing,0,,0.395,7.3
56.6,Developing,0,,0.392,7
56.3,Developing,0,,0.384,6.8
55.9,Developing,0,,0.377,6.5
74.4,Developing,0,3764.64912,0.768,13.9
74.5,Developing,221.482875,4429.6575,0.759,13.5
74.5,Developing,180.3787034,4274.376857,0.755,13.5
74.2,Developing,158.2576025,4142.869175,0.749,13.4
73.9,Developing,198.94876,3725.63221,0.742,13.3
73.8,Developing,194.1732658,2964.47734,0.738,13.3
73.2,Developing,18.5314303,276.588512,0.734,12.8
73.9,Developing,151.762567,3174.9491,0.735,13.1
74.4,Developing,106.164686,2492.12878,0.722,12.5
73.9,Developing,110.1138286,1872.68416,0.714,12.6
73.9,Developing,9.444875415,153.57521,0.703,12.2
72.3,Developing,7.132564768,127.367228,0.694,12
72.7,Developing,70.54185252,928.18227,0.684,11.8
71.7,Developing,60.55818291,779.3845935,0.677,11.8
73,Developing,57.10318825,733.974142,0.673,11.7
71.8,Developing,47.81704183,691.997711,0,11.4
81,Developed,0,41176.88158,0.924,17.1
89,Developed,941.7562909,4792.65288,0.92,17
86,Developed,895.8779503,4653.91143,0.919,16.9
86,Developed,839.91332,4465.24891,0.916,16.9
85,Developed,869.790735,4681.32796,0.912,16.8
81,Developed,7584.078579,41785.55691,0.907,16.7
80,Developed,7641.270645,41732.7725,0.906,16.7
79.9,Developed,8285.264655,45699.19832,0.903,16.6
79.8,Developed,7777.556353,41814.8191,0.898,16.6
79.6,Developed,6407.535954,36447.87232,0.892,16.5
79.2,Developed,6012.92584,34696.6292,0.884,16.4
79.1,Developed,5842.374765,34165.9343,0.877,16.4
78.5,Developed,582.6157028,3359.95215,0.872,16.3
78.4,Developed,437.1059663,2525.16445,0.867,16.3
78.3,Developed,4057.637383,23687.31689,0.86,16.2
78,Developed,4238.540035,23718.7467,0.855,16.2
62.4,Developing,0,1361.11395,0.575,11.4
62.1,Developing,97.67794571,1432.227943,0.576,11.7
61.9,Developing,28.66897829,1814.492297,0.57,11.5
61.6,Developing,151.899429,1629.8222,0.563,11.2
61.2,Developing,225.2219474,1574.978653,0.554,10.9
69,Developing,195.9824626,1312.67557,0.547,10.5
66,Developing,30.72290501,186.76538,0.542,10.4
63,Developing,161.0106435,1224.41554,0.53,9.8
59.9,Developing,3.181373629,19.686718,0.519,9.1
59.4,Developing,129.0263364,922.9351677,0.51,8.7
58.9,Developing,78.71123825,498.172394,0.499,8.1
58.3,Developing,53.23775977,423.1936389,0.491,7.7
57.9,Developing,31.09435342,373.2815537,0.489,7.9
57.6,Developing,3.336437969,39.484473,0.484,7.6
57.4,Developing,25.55981288,273.6596668,0.485,8
57.2,Developing,20.65432873,263.1124679,0.48,7.7
81,Developing,0,187.78991,0.865,17.2
88,Developing,2163.043414,21673.7817,0.862,17.2
86,Developing,2183.106986,21874.8195,0.86,17.1
84,Developing,2528.992935,22242.68193,0.858,16.8
85,Developing,3192.887363,25916.29353,0.86,16.7
83,Developing,3189.754439,26917.75898,0.859,16.4
80,Developing,372.6854142,2971.973,0.857,16.2
79.9,Developing,3682.88717,31997.2821,0.853,15.9
79.4,Developing,3632.243121,28827.32636,0.855,16.4
79.7,Developing,318.5806628,2481.15781,0.85,16.3
79.3,Developing,2785.139364,22551.73574,0.839,15.6
79.2,Developing,287.6124519,21955.149,0.83,15.3
79.1,Developing,2124.921517,18477.57841,0.823,15.2
79,Developing,160.8897265,1411.31339,0.811,14.6
78.7,Developing,1403.022211,12538.17883,0.801,14.2
78.2,Developing,122.1823517,1242.95373,0.794,13.9
73.6,Developing,0,9212.192824,0.751,15.8
73.5,Developing,789.2764615,8569.776998,0.749,15.8
73.3,Developing,780.4459281,7955.615985,0.746,15.8
73.1,Developing,865.9999782,7583.1872,0.744,15.8
72.9,Developing,11.56715633,741.48438,0.741,15.8
72.6,Developing,145.8401998,7365.666659,0,15.8
72.4,Developing,146.4384488,7395.88125,0,15.6
72.1,Developing,754.9597129,7946.944346,0,15.4
71.9,Developing,95.19375921,7322.596862,0,15.3
71.7,Developing,662.2663687,6764.722867,0,15.1
71.5,Developing,119.5548694,6754.512393,0,14.9
73,Developing,100.965873,5836.17763,0,14.8
71.1,Developing,77.9454329,5773.73577,0,14.6
79,Developing,513.3465408,5292.232379,0,14.4
77,Developing,81.11355954,519.958715,0,14.3
74,Developing,676.5453878,5117.589923,0,14.1
71.9,Developing,0,3923.573344,0.637,10.7
71.7,Developing,657.5282797,3687.763767,0.614,10.7
71.4,Developing,582.1469583,3452.828934,0.611,10.7
71.3,Developing,484.7187892,3299.65139,0.616,10.6
71.1,Developing,457.7745845,3187.845296,0.609,10.5
77,Developing,443.3248254,2825.5247,0.602,10.5
76,Developing,445.4423371,2635.753474,0.596,10.4
79,Developing,472.2234994,2794.22189,0.589,10.4
75,Developing,380.9632429,2489.955836,0.578,10.1
69.7,Developing,352.0244894,2256.56724,0.57,9.8
69.2,Developing,41.50845637,277.83438,0.567,9.6
69.6,Developing,288.4016258,1872.73783,0.564,9.3
69.4,Developing,249.3262948,1753.349471,0.56,9
69.3,Developing,25.25040918,171.771491,0.553,8.8
68.4,Developing,225.0619956,1568.376276,0.546,8.5
67.7,Developing,238.7369808,1655.596261,0.539,8.2
59,Developing,0,554.48766,0.414,8.8
58.1,Developing,50.57976483,561.997387,0.412,8.6
58.8,Developing,5.140668848,54.169324,0.406,8.5
58.4,Developing,4.344930862,52.3485646,0.396,8.5
58.1,Developing,42.2547904,459.2912,0.385,8.4
57.8,Developing,29.74734049,438.7513346,0.38,8.3
57.3,Developing,24.84763562,436.6895539,0.376,8.1
56.8,Developing,19.68510257,437.4467238,0.371,7.9
56.4,Developing,1.399626733,49.456775,0.364,7.6
55.6,Developing,10.3839337,296.68382,0.356,7.1
54.7,Developing,1.099665984,33.424498,0.346,6.6
54,Developing,18.93011259,386.3288283,0.325,5.1
53.3,Developing,2.39524067,37.1931781,0.338,5.9
52.9,Developing,21.3378184,322.811171,0.329,5.5
52.5,Developing,19.89790929,315.83983,0.322,5.1
52.5,Developing,2.215986136,34.516918,0.316,4.8
58.9,Developing,0,596.8717189,0.421,9.2
58.4,Developing,50.06053544,642.6256154,0.419,9.2
58.1,Developing,8.20063742,61.566347,0.415,9.1
57.6,Developing,0.948526366,67.7518833,0.416,9.1
57.1,Developing,40.45367358,692.69989,0.41,9
56.7,Developing,53.30782696,543.957418,0.405,8.9
56.3,Developing,47.12969266,544.222779,0.401,8.9
55.6,Developing,28.30191127,583.5445622,0.398,8.8
55,Developing,31.06932595,481.694976,0.394,8.8
54.4,Developing,21.53374936,418.94454,0.388,8.3
53.9,Developing,22.09757984,424.9534585,0,8
53.5,Developing,13.52999556,393.3138244,0,7.7
53,Developing,2.527115422,36.5718585,0,7.4
